image,utc,latitude,longitude,altitude_m,satellites,hdop,speed_kmph,course_deg,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,total_acc_g,stable,level,jpeg_bytes,capture_ms
IMG_000085.JPG,2026-07-16T13:36:53Z,42.6397747,77.0736677,1613.60,8,1.04,2.111,51.61,-0.339,-0.130,1.067,1.186,3.345,1.0559,1,1,69095,266
IMG_000086.JPG,2026-07-16T13:36:54Z,42.6397708,77.0736657,1613.60,8,1.04,2.000,51.61,-0.707,-0.500,-4.093,-0.280,4.910,1.0723,1,1,69004,273
IMG_000087.JPG,2026-07-16T13:36:56Z,42.6397658,77.0736547,1613.70,8,1.04,1.815,51.61,-0.015,-0.011,3.853,-3.860,3.315,1.0454,1,1,69244,273
IMG_000088.JPG,2026-07-16T13:36:57Z,42.6397630,77.0736490,1613.70,8,1.04,2.296,51.61,-0.433,0.224,-3.811,-9.082,5.765,1.0864,0,1,68645,264
IMG_000089.JPG,2026-07-16T13:36:58Z,42.6397577,77.0736463,1613.70,8,1.04,2.019,51.61,-0.475,0.020,3.792,-1.364,4.574,1.0445,1,1,68780,264
IMG_000090.JPG,2026-07-16T13:36:59Z,42.6397522,77.0736448,1613.80,8,1.04,2.222,51.61,0.475,-0.597,-2.131,0.789,4.842,1.0176,1,1,68959,273
IMG_000091.JPG,2026-07-16T13:37:00Z,42.6397463,77.0736438,1613.80,8,1.04,1.574,51.61,0.342,-0.818,-0.818,-0.769,3.948,1.0314,1,1,69031,276
IMG_000092.JPG,2026-07-16T13:37:18Z,42.6397043,77.0736625,1614.00,8,1.04,0.945,107.61,0.493,-0.055,-11.177,-1.654,-1.533,1.0359,0,1,69184,265
IMG_000093.JPG,2026-07-16T13:37:19Z,42.6397027,77.0736635,1614.20,8,1.04,0.907,107.61,-0.281,-0.390,4.289,0.201,-7.174,1.0263,1,1,69433,274
IMG_000094.JPG,2026-07-16T13:37:21Z,42.6396987,77.0736648,1614.40,8,1.04,1.056,107.61,-1.473,-0.847,-3.505,-3.883,-3.281,1.0388,1,1,69251,274
IMG_000095.JPG,2026-07-16T13:37:22Z,42.6396960,77.0736662,1614.80,8,1.04,0.945,107.61,-1.777,-1.275,-1.002,2.651,-1.708,1.0218,1,1,69389,265
IMG_000096.JPG,2026-07-16T13:37:23Z,42.6396928,77.0736683,1614.80,8,1.04,1.370,107.61,-0.106,-1.305,0.189,-1.211,-0.830,1.0474,1,1,69308,281
IMG_000097.JPG,2026-07-16T13:37:24Z,42.6396887,77.0736725,1614.60,8,1.04,1.704,107.61,-0.767,-0.821,-3.895,-1.578,1.742,1.0529,1,1,69411,275
IMG_000098.JPG,2026-07-16T13:37:25Z,42.6396843,77.0736785,1614.20,8,1.04,2.556,107.61,-0.010,-0.381,-1.353,-1.944,-1.571,1.0403,1,1,69375,276
IMG_000099.JPG,2026-07-16T13:37:27Z,42.6396748,77.0736847,1614.10,8,1.04,4.037,131.84,-0.714,-0.109,0.304,-4.272,-0.616,1.0473,1,1,68824,267
IMG_000100.JPG,2026-07-16T13:37:28Z,42.6396718,77.0736860,1614.10,8,1.04,1.908,131.84,-0.662,-1.131,-4.063,-5.326,1.086,1.0433,0,1,68702,276
IMG_000101.JPG,2026-07-16T13:37:29Z,42.6396682,77.0736882,1614.10,8,1.04,1.833,131.84,-1.298,-2.095,-8.444,-5.662,4.032,1.0891,0,1,68743,278
IMG_000102.JPG,2026-07-16T13:37:30Z,42.6396610,77.0736858,1614.30,8,1.04,2.093,135.15,-0.896,-1.129,6.510,1.430,-0.594,1.0276,0,1,68897,268
IMG_000103.JPG,2026-07-16T13:37:32Z,42.6396483,77.0736862,1614.30,8,1.04,2.037,144.69,-0.332,-0.867,4.953,0.453,-0.510,1.0198,1,1,68858,268
IMG_000104.JPG,2026-07-16T13:37:33Z,42.6396445,77.0736890,1614.30,8,1.04,1.852,148.51,-0.868,-0.960,1.769,-0.257,0.994,1.0389,1,1,68985,277
IMG_000105.JPG,2026-07-16T13:37:34Z,42.6396388,77.0736877,1614.50,8,1.04,1.945,152.38,-0.293,-0.154,3.350,-0.738,-0.853,1.0389,1,1,68847,283
IMG_000106.JPG,2026-07-16T13:37:35Z,42.6396343,77.0736875,1614.50,8,1.04,2.037,155.25,-0.443,-0.117,-9.643,-9.349,2.307,1.0674,0,1,68962,268
IMG_000107.JPG,2026-07-16T13:37:37Z,42.6396245,77.0736863,1614.70,8,1.04,1.741,162.01,1.214,0.303,1.197,4.728,0.300,1.0196,0,1,68916,278
IMG_000108.JPG,2026-07-16T13:37:38Z,42.6396193,77.0736862,1614.50,8,1.04,1.908,165.42,-2.727,-2.652,-6.284,1.903,2.124,1.0221,0,1,69007,278
IMG_000109.JPG,2026-07-16T13:37:39Z,42.6396140,77.0736853,1614.50,8,1.04,1.926,168.02,-1.150,-1.714,-2.666,-6.021,0.933,1.0586,0,1,69151,269
IMG_000110.JPG,2026-07-16T13:37:40Z,42.6396093,77.0736842,1614.50,8,1.04,2.111,169.99,-0.675,-2.616,-3.490,-8.868,0.903,1.1029,0,1,69053,269
IMG_000111.JPG,2026-07-16T13:37:42Z,42.6395990,77.0736815,1614.60,8,1.04,1.889,173.33,0.089,-0.978,-6.170,-5.509,0.368,1.0655,0,1,68726,278
IMG_000112.JPG,2026-07-16T13:37:43Z,42.6395942,77.0736803,1614.50,8,1.04,2.074,174.77,-0.919,0.499,-4.857,-6.753,2.765,1.0477,0,1,68695,281
IMG_000113.JPG,2026-07-16T13:37:44Z,42.6395895,77.0736792,1614.40,8,1.04,2.130,176.66,-1.657,-0.881,-3.490,0.903,0.628,1.0200,0,1,68747,271
IMG_000114.JPG,2026-07-16T13:37:45Z,42.6395855,77.0736770,1614.50,8,1.04,1.926,177.80,-0.458,-2.512,-7.490,0.521,-0.395,1.0107,0,1,68825,280
IMG_000115.JPG,2026-07-16T13:37:46Z,42.6395808,77.0736738,1614.50,8,1.04,1.871,177.80,-0.793,-2.246,5.037,-8.188,-1.365,1.0545,0,1,68267,284
IMG_000116.JPG,2026-07-16T13:37:48Z,42.6395722,77.0736687,1614.60,8,1.04,1.815,177.80,-0.702,-1.706,-6.116,-1.112,1.277,1.0313,0,1,68524,271
IMG_000117.JPG,2026-07-16T13:37:49Z,42.6395675,77.0736660,1614.50,8,1.04,2.056,177.80,-1.710,-0.839,-2.330,-4.845,-0.639,1.0514,0,1,68399,273
IMG_000118.JPG,2026-07-16T13:37:50Z,42.6395627,77.0736637,1614.40,8,1.04,2.093,177.80,0.358,-2.180,5.579,0.308,-1.533,1.0508,0,1,68334,281
IMG_000119.JPG,2026-07-16T13:37:51Z,42.6395595,77.0736598,1614.40,8,1.04,2.074,177.80,-0.422,-0.407,1.869,-3.959,0.964,1.0404,1,1,68269,281
IMG_000120.JPG,2026-07-16T13:37:52Z,42.6395567,77.0736558,1614.50,8,1.04,1.908,177.80,-0.393,-1.122,-3.185,-1.822,0.315,1.0550,0,1,68356,272
IMG_000121.JPG,2026-07-16T13:37:54Z,42.6395480,77.0736508,1614.30,8,1.04,2.334,177.80,-0.267,-1.794,1.105,-9.288,-1.968,1.0705,0,1,68342,281
IMG_000122.JPG,2026-07-16T13:37:55Z,42.6395453,77.0736513,1614.20,8,1.04,2.222,177.80,-0.599,-1.701,-0.017,1.208,-0.174,1.0199,0,1,68389,280
IMG_000123.JPG,2026-07-16T13:37:56Z,42.6395445,77.0736497,1614.00,8,1.04,1.926,177.80,-1.535,-0.814,3.174,-2.776,-0.174,1.0391,1,1,68325,273
IMG_000124.JPG,2026-07-16T13:37:57Z,42.6395458,77.0736463,1613.80,8,1.04,1.296,177.80,-1.385,0.250,0.983,-2.837,1.971,1.0472,0,1,68464,273
IMG_000125.JPG,2026-07-16T13:37:59Z,42.6395410,77.0736398,1613.60,8,1.04,2.574,177.80,-1.667,0.748,1.121,-0.494,2.071,1.0262,0,1,68409,282
IMG_000126.JPG,2026-07-16T13:38:00Z,42.6395385,77.0736333,1613.50,8,1.04,2.537,177.80,-1.283,0.340,-6.811,5.468,2.788,1.0062,0,1,68387,282
IMG_000127.JPG,2026-07-16T13:38:01Z,42.6395363,77.0736263,1613.50,9,0.92,1.852,177.80,-0.512,-0.794,-7.544,8.331,0.292,1.0144,0,1,68318,273
IMG_000128.JPG,2026-07-16T13:38:02Z,42.6395343,77.0736182,1613.60,9,0.92,1.704,177.80,-1.080,-1.411,5.059,-5.631,-1.700,1.0752,0,1,68416,285
IMG_000129.JPG,2026-07-16T13:38:03Z,42.6395312,77.0736163,1613.90,9,0.92,1.982,177.80,-1.104,-1.185,6.212,-2.937,-0.471,1.0682,0,1,68456,283
IMG_000130.JPG,2026-07-16T13:38:05Z,42.6395272,77.0736010,1613.90,9,0.92,1.889,177.80,1.180,-2.189,7.762,-6.746,-3.250,1.0695,0,1,68503,274
IMG_000131.JPG,2026-07-16T13:38:06Z,42.6395253,77.0735940,1613.90,9,0.92,1.908,177.80,0.242,-1.625,6.365,-3.127,-2.235,1.0399,0,1,68377,280
IMG_000132.JPG,2026-07-16T13:38:07Z,42.6395232,77.0735882,1614.10,9,0.92,1.926,177.80,-0.417,-0.703,0.846,-1.845,0.147,1.0490,1,1,68445,283
IMG_000133.JPG,2026-07-16T13:38:08Z,42.6395212,77.0735827,1614.20,9,0.92,1.871,177.80,0.955,-1.588,-0.811,0.880,-1.678,1.0349,0,1,68340,286
IMG_000134.JPG,2026-07-16T13:38:09Z,42.6395188,77.0735760,1614.30,9,0.92,1.982,177.80,-1.050,-0.435,-1.719,-0.486,0.338,1.0476,1,1,68407,276
IMG_000135.JPG,2026-07-16T13:38:11Z,42.6395140,77.0735625,1614.40,9,0.92,1.852,177.80,-1.598,-0.385,-2.803,-2.051,0.590,1.0400,1,1,68440,285
IMG_000136.JPG,2026-07-16T13:42:42Z,42.6397957,77.0736990,1614.10,9,1.03,0.722,35.45,-0.498,-0.892,2.250,1.880,0.453,1.0516,1,1,71003,297
IMG_000137.JPG,2026-07-16T13:42:44Z,42.6397935,77.0736937,1614.30,9,1.03,1.222,35.45,0.444,-1.951,3.510,-1.234,3.247,1.0548,0,1,70934,302
IMG_000138.JPG,2026-07-16T13:42:45Z,42.6397893,77.0736872,1615.10,9,1.03,1.500,35.45,0.649,-1.187,-0.047,-3.937,4.163,1.0520,1,1,71760,289
IMG_000139.JPG,2026-07-16T13:42:46Z,42.6397863,77.0736865,1615.10,9,1.03,1.519,35.45,0.160,-1.028,4.777,4.323,1.682,0.9926,1,1,70925,290
IMG_000140.JPG,2026-07-16T13:42:47Z,42.6397830,77.0736902,1615.00,9,1.03,1.685,35.45,0.105,-1.255,-2.963,-6.105,3.560,1.0315,0,1,70640,299
IMG_000141.JPG,2026-07-16T13:42:48Z,42.6397790,77.0736938,1614.80,9,0.93,1.704,35.45,-0.060,0.135,1.548,3.430,-2.677,1.0153,0,1,70742,299
IMG_000142.JPG,2026-07-16T13:42:50Z,42.6397703,77.0737037,1615.00,9,1.03,1.778,80.08,-0.944,-0.801,-4.253,5.415,-2.883,1.0330,1,1,70865,299
IMG_000143.JPG,2026-07-16T13:42:51Z,42.6397672,77.0737088,1614.10,9,1.03,1.685,87.83,-1.479,-1.563,-5.544,1.743,-3.631,1.0755,0,1,70478,301
IMG_000144.JPG,2026-07-16T13:42:52Z,42.6397630,77.0737132,1613.90,9,0.93,2.074,98.80,-1.191,-1.437,-1.574,1.583,-1.303,1.0575,0,1,70270,295
IMG_000145.JPG,2026-07-16T13:42:53Z,42.6397572,77.0737145,1614.10,9,0.93,2.648,107.42,-1.567,-1.553,-7.047,3.140,0.170,1.0585,0,1,70108,299
IMG_000146.JPG,2026-07-16T13:42:54Z,42.6397522,77.0737173,1613.90,9,0.93,2.093,107.42,-0.421,0.703,5.029,2.888,-4.402,1.0427,1,1,70112,299
